sale_id,product_id,customer_id,sales_date,discount,final_price,sales_rating,product_name,product_price,customer_name,customer_gender
202,11,68,2024-04-16,0.05,616.55,4.9,14k Gold Tennis Bracelet,649,Michael Garcia,Female
203,13,20,2024-09-03,0.1,494.1,3.9,14k Gold Cuban Link Bracelet 8mm,549,Lucas Brown,Female
204,13,110,2024-12-12,0.0,549.0,4.4,14k Gold Cuban Link Bracelet 8mm,549,James Brown,Male
205,10,83,2024-01-03,0.05,179.55,3.7,Silver Tennis Bracelet,189,Isabella Martinez,Male
206,11,33,2024-07-19,0.05,616.55,4.5,14k Gold Tennis Bracelet,649,Mateo Lee,Male
207,12,62,2024-04-21,0.1,152.1,3.6,Silver Cuban Link Bracelet 8mm,169,Daniel Lee,Female
208,2,94,2024-02-03,0.2,159.2,3.6,Silver Cuban Link Chain 8mm,199,James Smith,Male
209,8,47,2024-11-14,0.05,151.05,3.5,Silver Figaro Chain 5mm,159,Emma Smith,Male
210,14,65,2024-02-16,0.2,79.2,4.9,Silver Stud Earrings,99,Michael Martinez,Male
211,13,10,2024-02-01,0.15,466.65,3.0,14k Gold Cuban Link Bracelet 8mm,549,Isabella Lee,Male
212,12,11,2024-11-28,0.05,160.55,4.4,Silver Cuban Link Bracelet 8mm,169,Mateo Brown,Female
213,2,89,2024-08-02,0.05,189.05,4.2,Silver Cuban Link Chain 8mm,199,Michael Smith,Male
214,8,82,2024-08-25,0.05,151.05,4.7,Silver Figaro Chain 5mm,159,Olivia Silva,Female
215,10,27,2024-12-23,0.0,189.0,4.5,Silver Tennis Bracelet,189,Mateo Johnson,Female
216,15,107,2024-11-07,0.05,284.05,4.4,14k Gold Stud Earrings,299,Olivia Silva,Male
217,9,18,2024-02-18,0.05,569.05,3.9,14k Gold Figaro Chain 7mm,599,Olivia Lee,Male
218,8,10,2024-02-29,0.0,159.0,2.9,Silver Figaro Chain 5mm,159,Isabella Lee,Male
219,2,104,2024-06-12,0.3,139.3,5.0,Silver Cuban Link Chain 8mm,199,Sophia Wilson,Male
220,4,82,2024-07-08,0.0,699.0,3.5,14k Gold Cuban Link Chain 10mm,699,Olivia Silva,Female
221,2,32,2024-09-25,0.1,179.1,3.9,Silver Cuban Link Chain 8mm,199,Olivia Garcia,Female
222,9,66,2024-12-23,0.0,599.0,4.4,14k Gold Figaro Chain 7mm,599,James Lee,Male
223,15,98,2024-02-16,0.05,284.05,3.4,14k Gold Stud Earrings,299,Sophia Lee,Male
224,8,68,2024-03-03,0.15,135.15,3.9,Silver Figaro Chain 5mm,159,Michael Garcia,Female
225,6,21,2024-07-10,0.05,170.05,4.5,Silver Rope Chain 6mm,179,Mateo Wilson,Female
226,2,4,2024-03-15,0.0,199.0,4.6,Silver Cuban Link Chain 8mm,199,Mia Wilson,Female
227,3,15,2024-05-24,0.05,474.05,5.0,14k Gold Cuban Link Chain 8mm,499,James Johnson,Female
228,6,95,2024-12-07,0.1,161.1,4.4,Silver Rope Chain 6mm,179,Olivia Smith,Male
229,3,90,2024-04-19,0.2,399.2,5.0,14k Gold Cuban Link Chain 8mm,499,Lucas Johnson,Female
230,3,66,2024-01-28,0.05,474.05,4.1,14k Gold Cuban Link Chain 8mm,499,James Lee,Male
231,15,46,2024-05-05,0.0,299.0,5.0,14k Gold Stud Earrings,299,Isabella Brown,Male
232,14,85,2024-05-23,0.15,84.15,4.7,Silver Stud Earrings,99,Daniel Johnson,Female
233,10,112,2024-08-30,0.0,189.0,4.9,Silver Tennis Bracelet,189,Sophia Silva,Female
234,4,53,2024-07-25,0.3,489.3,5.0,14k Gold Cuban Link Chain 10mm,699,Olivia Martinez,Female
235,3,30,2024-02-22,0.0,499.0,3.4,14k Gold Cuban Link Chain 8mm,499,Emma Brown,Male
236,12,7,2024-04-30,0.1,152.1,4.6,Silver Cuban Link Bracelet 8mm,169,Isabella Silva,Male
237,15,36,2024-11-27,0.0,299.0,4.2,14k Gold Stud Earrings,299,Isabella Garcia,Male
238,7,102,2024-04-09,0.0,449.0,4.5,14k Gold Rope Chain 5mm,449,Mateo Garcia,Male
239,8,100,2024-08-18,0.0,159.0,4.2,Silver Figaro Chain 5mm,159,Lucas Smith,Male
240,10,100,2024-11-10,0.05,179.55,4.4,Silver Tennis Bracelet,189,Lucas Smith,Male
241,2,107,2024-09-09,0.1,179.1,4.9,Silver Cuban Link Chain 8mm,199,Olivia Silva,Male
242,15,110,2024-04-16,0.0,299.0,3.5,14k Gold Stud Earrings,299,James Brown,Male
243,4,50,2024-11-09,0.15,594.15,4.1,14k Gold Cuban Link Chain 10mm,699,Emma Lee,Male
244,12,46,2024-09-06,0.15,143.65,4.3,Silver Cuban Link Bracelet 8mm,169,Isabella Brown,Male
245,11,57,2024-12-27,0.05,616.55,4.6,14k Gold Tennis Bracelet,649,James Johnson,Female
246,13,14,2024-10-22,0.05,521.55,3.7,14k Gold Cuban Link Bracelet 8mm,549,Isabella Johnson,Female
247,9,63,2024-07-01,0.0,599.0,4.5,14k Gold Figaro Chain 7mm,599,Emma Smith,Male
248,12,85,2024-04-10,0.05,160.55,4.0,Silver Cuban Link Bracelet 8mm,169,Daniel Johnson,Female
249,11,98,2024-12-24,0.2,519.2,4.0,14k Gold Tennis Bracelet,649,Sophia Lee,Male
250,4,116,2024-09-10,0.1,629.1,4.7,14k Gold Cuban Link Chain 10mm,699,Michael Silva,Male
251,14,107,2024-08-08,0.15,84.15,3.3,Silver Stud Earrings,99,Olivia Silva,Male
252,11,109,2024-08-12,0.1,584.1,4.3,14k Gold Tennis Bracelet,649,Sophia Wilson,Female
253,11,19,2024-12-17,0.05,616.55,4.2,14k Gold Tennis Bracelet,649,Daniel Martinez,Male
254,12,4,2024-06-13,0.05,160.55,4.7,Silver Cuban Link Bracelet 8mm,169,Mia Wilson,Female
255,8,2,2024-06-02,0.05,151.05,4.2,Silver Figaro Chain 5mm,159,Mia Martinez,Male
256,10,79,2024-03-10,0.05,179.55,3.8,Silver Tennis Bracelet,189,Isabella Brown,Male
257,12,30,2024-12-12,0.2,135.2,4.6,Silver Cuban Link Bracelet 8mm,169,Emma Brown,Male
258,10,71,2024-10-25,0.0,189.0,5.0,Silver Tennis Bracelet,189,Mateo Johnson,Male
